hlpi_name,series_ref,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
All households,HPIQ.SALL04501,2016Q3,allhh,4.5.01 ,Electricity,Electricity,class,1021,0.5,2.2
Beneficiary,HPIQ.SBEN04501,2016Q3,benef,4.5.01 ,Electricity,Electricity,class,1019,0.4,2
Income quintile 1 (low),HPIQ.SIQ104501,2016Q3,disq1,4.5.01 ,Electricity,Electricity,class,1020,0.4,2
Income quintile 2,HPIQ.SIQ204501,2016Q3,disq2,4.5.01 ,Electricity,Electricity,class,1021,0.4,2.1
Income quintile 3,HPIQ.SIQ304501,2016Q3,disq3,4.5.01 ,Electricity,Electricity,class,1023,0.5,2.3
Income quintile 4,HPIQ.SIQ404501,2016Q3,disq4,4.5.01 ,Electricity,Electricity,class,1021,0.4,2.1
Income quintile 5 (high),HPIQ.SIQ504501,2016Q3,disq5,4.5.01 ,Electricity,Electricity,class,1017,0.4,2
Expenditure quintile 1 (low),HPIQ.SEQ104501,2016Q3,expq1,4.5.01 ,Electricity,Electricity,class,1020,0.4,2
Expenditure quintile 2,HPIQ.SEQ204501,2016Q3,expq2,4.5.01 ,Electricity,Electricity,class,1022,0.4,2.1
Expenditure quintile 3,HPIQ.SEQ304501,2016Q3,expq3,4.5.01 ,Electricity,Electricity,class,1023,0.5,2.3
Expenditure quintile 4,HPIQ.SEQ404501,2016Q3,expq4,4.5.01 ,Electricity,Electricity,class,1020,0.4,2.1
Expenditure quintile 5 (high),HPIQ.SEQ504501,2016Q3,expq5,4.5.01 ,Electricity,Electricity,class,1017,0.4,2
Maori,HPIQ.SMAO04501,2016Q3,maori,4.5.01 ,Electricity,Electricity,class,1020,0.3,1.9
Superannuitant,HPIQ.SSUP04501,2016Q3,super,4.5.01 ,Electricity,Electricity,class,1023,0.4,2.2
All households,HPIQ.SALL07202,2016Q3,allhh,7.2.02 ,Petrol,Petrol,class,837,-1.6,-11.1
Beneficiary,HPIQ.SBEN07202,2016Q3,benef,7.2.02 ,Petrol,Petrol,class,835,-1.5,-11.2
Income quintile 1 (low),HPIQ.SIQ107202,2016Q3,disq1,7.2.02 ,Petrol,Petrol,class,835,-1.4,-11.2
Income quintile 2,HPIQ.SIQ207202,2016Q3,disq2,7.2.02 ,Petrol,Petrol,class,836,-1.6,-11.1
Income quintile 3,HPIQ.SIQ307202,2016Q3,disq3,7.2.02 ,Petrol,Petrol,class,838,-1.9,-10.9
Income quintile 4,HPIQ.SIQ407202,2016Q3,disq4,7.2.02 ,Petrol,Petrol,class,836,-1.6,-11.2
Income quintile 5 (high),HPIQ.SIQ507202,2016Q3,disq5,7.2.02 ,Petrol,Petrol,class,837,-1.9,-11.1
Expenditure quintile 1 (low),HPIQ.SEQ107202,2016Q3,expq1,7.2.02 ,Petrol,Petrol,class,835,-1.5,-11.2
Expenditure quintile 2,HPIQ.SEQ207202,2016Q3,expq2,7.2.02 ,Petrol,Petrol,class,836,-1.6,-11.1
Expenditure quintile 3,HPIQ.SEQ307202,2016Q3,expq3,7.2.02 ,Petrol,Petrol,class,838,-2,-10.9
Expenditure quintile 4,HPIQ.SEQ407202,2016Q3,expq4,7.2.02 ,Petrol,Petrol,class,836,-1.6,-11.2
Expenditure quintile 5 (high),HPIQ.SEQ507202,2016Q3,expq5,7.2.02 ,Petrol,Petrol,class,837,-1.8,-11.1
Maori,HPIQ.SMAO07202,2016Q3,maori,7.2.02 ,Petrol,Petrol,class,835,-1.3,-11
Superannuitant,HPIQ.SSUP07202,2016Q3,super,7.2.02 ,Petrol,Petrol,class,838,-1.6,-10.9
All households,HPIQ.SALLA,2016Q3,allhh,A,All Groups,All groups,All groups,1014,0.3,0.1
Beneficiary,HPIQ.SBENA,2016Q3,benef,A,All Groups,All groups,All groups,1020,0.2,0.8
Income quintile 1 (low),HPIQ.SIQ1A,2016Q3,disq1,A,All Groups,All groups,All groups,1014,0.3,0.5
Income quintile 2,HPIQ.SIQ2A,2016Q3,disq2,A,All Groups,All groups,All groups,1015,0.4,0.3
Income quintile 3,HPIQ.SIQ3A,2016Q3,disq3,A,All Groups,All groups,All groups,1011,0.2,0
Income quintile 4,HPIQ.SIQ4A,2016Q3,disq4,A,All Groups,All groups,All groups,1015,0.3,0
Income quintile 5 (high),HPIQ.SIQ5A,2016Q3,disq5,A,All Groups,All groups,All groups,1014,0.4,-0.2
Expenditure quintile 1 (low),HPIQ.SEQ1A,2016Q3,expq1,A,All Groups,All groups,All groups,1014,0.2,0.6
Expenditure quintile 2,HPIQ.SEQ2A,2016Q3,expq2,A,All Groups,All groups,All groups,1014,0.3,0.3
Expenditure quintile 3,HPIQ.SEQ3A,2016Q3,expq3,A,All Groups,All groups,All groups,1011,0.4,0.1
Expenditure quintile 4,HPIQ.SEQ4A,2016Q3,expq4,A,All Groups,All groups,All groups,1014,0.3,-0.1
Expenditure quintile 5 (high),HPIQ.SEQ5A,2016Q3,expq5,A,All Groups,All groups,All groups,1015,0.4,-0.3
Maori,HPIQ.SMAOA,2016Q3,maori,A,All Groups,All groups,All groups,1014,0.2,0.2
Superannuitant,HPIQ.SSUPA,2016Q3,super,A,All Groups,All groups,All groups,1012,0.3,0.4
All households,HPIQ.SALL01,2016Q4,allhh,1,Food,Food,group,992,-1.3,0.7
Beneficiary,HPIQ.SBEN01,2016Q4,benef,1,Food,Food,group,982,-1.2,0.7
Income quintile 1 (low),HPIQ.SIQ101,2016Q4,disq1,1,Food,Food,group,985,-1.1,0.6
Income quintile 2,HPIQ.SIQ201,2016Q4,disq2,1,Food,Food,group,990,-1.2,0.6
Income quintile 3,HPIQ.SIQ301,2016Q4,disq3,1,Food,Food,group,995,-1.1,0.8
Income quintile 4,HPIQ.SIQ401,2016Q4,disq4,1,Food,Food,group,992,-1.5,0.5
Income quintile 5 (high),HPIQ.SIQ501,2016Q4,disq5,1,Food,Food,group,999,-1.4,0.8
Expenditure quintile 1 (low),HPIQ.SEQ101,2016Q4,expq1,1,Food,Food,group,987,-1,0.8
Expenditure quintile 2,HPIQ.SEQ201,2016Q4,expq2,1,Food,Food,group,989,-1.3,0.7
Expenditure quintile 3,HPIQ.SEQ301,2016Q4,expq3,1,Food,Food,group,993,-1.1,0.6
Expenditure quintile 4,HPIQ.SEQ401,2016Q4,expq4,1,Food,Food,group,997,-1.3,0.6
Expenditure quintile 5 (high),HPIQ.SEQ501,2016Q4,expq5,1,Food,Food,group,997,-1.4,0.7
Maori,HPIQ.SMAO01,2016Q4,maori,1,Food,Food,group,993,-1,0.7
Superannuitant,HPIQ.SSUP01,2016Q4,super,1,Food,Food,group,991,-1.2,0.8
All households,HPIQ.SALL011,2016Q4,allhh,1.1,Fruit and vegetables,Fruit & veg,subgroup,1011,-9.7,0.2
Beneficiary,HPIQ.SBEN011,2016Q4,benef,1.1,Fruit and vegetables,Fruit & veg,subgroup,1017,-9.8,-1
Income quintile 1 (low),HPIQ.SIQ1011,2016Q4,disq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1023,-8.9,-0.3
Income quintile 2,HPIQ.SIQ2011,2016Q4,disq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1022,-8.7,0.3
Income quintile 3,HPIQ.SIQ3011,2016Q4,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1012,-9.1,0.5
Income quintile 4,HPIQ.SIQ4011,2016Q4,disq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,993,-11.3,-0.4
Income quintile 5 (high),HPIQ.SIQ5011,2016Q4,disq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1001,-11.3,0.9
Expenditure quintile 1 (low),HPIQ.SEQ1011,2016Q4,expq1,1.1,Fruit and vegetables,Fruit & veg,subgroup,1032,-8.3,-0.1
Expenditure quintile 2,HPIQ.SEQ2011,2016Q4,expq2,1.1,Fruit and vegetables,Fruit & veg,subgroup,1013,-9.6,0.1
Expenditure quintile 3,HPIQ.SEQ3011,2016Q4,expq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1013,-8.5,0.2
Expenditure quintile 4,HPIQ.SEQ4011,2016Q4,expq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,992,-11.1,-0.2
Expenditure quintile 5 (high),HPIQ.SEQ5011,2016Q4,expq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,998,-11.8,1.2
Maori,HPIQ.SMAO011,2016Q4,maori,1.1,Fruit and vegetables,Fruit & veg,subgroup,1023,-9.3,-0.6
Superannuitant,HPIQ.SSUP011,2016Q4,super,1.1,Fruit and vegetables,Fruit & veg,subgroup,1018,-8.7,-0.1
All households,HPIQ.SALL012,2016Q4,allhh,1.2,"Meat, poultry and fish",Meat,subgroup,985,0.2,-0.5
Beneficiary,HPIQ.SBEN012,2016Q4,benef,1.2,"Meat, poultry and fish",Meat,subgroup,986,0.5,-0.6
Income quintile 1 (low),HPIQ.SIQ1012,2016Q4,disq1,1.2,"Meat, poultry and fish",Meat,subgroup,989,0.4,-0.9
Income quintile 2,HPIQ.SIQ2012,2016Q4,disq2,1.2,"Meat, poultry and fish",Meat,subgroup,983,0.2,-0.5
Income quintile 3,HPIQ.SIQ3012,2016Q4,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,991,0.2,-0.1
Income quintile 4,HPIQ.SIQ4012,2016Q4,disq4,1.2,"Meat, poultry and fish",Meat,subgroup,979,0,-0.6
Income quintile 5 (high),HPIQ.SIQ5012,2016Q4,disq5,1.2,"Meat, poultry and fish",Meat,subgroup,981,0,-0.5
Expenditure quintile 1 (low),HPIQ.SEQ1012,2016Q4,expq1,1.2,"Meat, poultry and fish",Meat,subgroup,990,0.4,-0.6
Expenditure quintile 2,HPIQ.SEQ2012,2016Q4,expq2,1.2,"Meat, poultry and fish",Meat,subgroup,988,0.2,-0.5
Expenditure quintile 3,HPIQ.SEQ3012,2016Q4,expq3,1.2,"Meat, poultry and fish",Meat,subgroup,979,-0.1,-0.6
Expenditure quintile 4,HPIQ.SEQ4012,2016Q4,expq4,1.2,"Meat, poultry and fish",Meat,subgroup,988,0.2,-0.5
Expenditure quintile 5 (high),HPIQ.SEQ5012,2016Q4,expq5,1.2,"Meat, poultry and fish",Meat,subgroup,975,0.1,-0.6
Maori,HPIQ.SMAO012,2016Q4,maori,1.2,"Meat, poultry and fish",Meat,subgroup,991,0.2,-0.3
Superannuitant,HPIQ.SSUP012,2016Q4,super,1.2,"Meat, poultry and fish",Meat,subgroup,995,0.4,-0.3
All households,HPIQ.SALL013,2016Q4,allhh,1.3,Grocery food,Grocery food,subgroup,960,0.8,1.2
Beneficiary,HPIQ.SBEN013,2016Q4,benef,1.3,Grocery food,Grocery food,subgroup,951,1.1,1.9
Income quintile 1 (low),HPIQ.SIQ1013,2016Q4,disq1,1.3,Grocery food,Grocery food,subgroup,956,0.8,1.6
Income quintile 2,HPIQ.SIQ2013,2016Q4,disq2,1.3,Grocery food,Grocery food,subgroup,958,0.9,1.3
Income quintile 3,HPIQ.SIQ3013,2016Q4,disq3,1.3,Grocery food,Grocery food,subgroup,960,0.6,0.9
Income quintile 4,HPIQ.SIQ4013,2016Q4,disq4,1.3,Grocery food,Grocery food,subgroup,961,0.5,0.8
Income quintile 5 (high),HPIQ.SIQ5013,2016Q4,disq5,1.3,Grocery food,Grocery food,subgroup,966,0.7,0.7
Expenditure quintile 1 (low),HPIQ.SEQ1013,2016Q4,expq1,1.3,Grocery food,Grocery food,subgroup,956,1,1.7
Expenditure quintile 2,HPIQ.SEQ2013,2016Q4,expq2,1.3,Grocery food,Grocery food,subgroup,956,0.7,1.3
Expenditure quintile 3,HPIQ.SEQ3013,2016Q4,expq3,1.3,Grocery food,Grocery food,subgroup,962,0.8,1.2
Expenditure quintile 4,HPIQ.SEQ4013,2016Q4,expq4,1.3,Grocery food,Grocery food,subgroup,964,0.6,0.8
Expenditure quintile 5 (high),HPIQ.SEQ5013,2016Q4,expq5,1.3,Grocery food,Grocery food,subgroup,965,0.5,0.6
Maori,HPIQ.SMAO013,2016Q4,maori,1.3,Grocery food,Grocery food,subgroup,954,0.8,1.5
Superannuitant,HPIQ.SSUP013,2016Q4,super,1.3,Grocery food,Grocery food,subgroup,959,0.8,1.5
All households,HPIQ.SALL014,2016Q4,allhh,1.4,Non-alcoholic beverages,Soft drinks,subgroup,996,-1.5,-0.9
Beneficiary,HPIQ.SBEN014,2016Q4,benef,1.4,Non-alcoholic beverages,Soft drinks,subgroup,993,-1.5,-0.7
Income quintile 1 (low),HPIQ.SIQ1014,2016Q4,disq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,992,-1.5,-0.6
Income quintile 2,HPIQ.SIQ2014,2016Q4,disq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,993,-1.6,-1.1
Income quintile 3,HPIQ.SIQ3014,2016Q4,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,999,-1.4,-0.7
Income quintile 4,HPIQ.SIQ4014,2016Q4,disq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1000,-1.6,-1.1
Income quintile 5 (high),HPIQ.SIQ5014,2016Q4,disq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,996,-1.5,-0.9
Expenditure quintile 1 (low),HPIQ.SEQ1014,2016Q4,expq1,1.4,Non-alcoholic beverages,Soft drinks,subgroup,993,-1.5,-0.6
Expenditure quintile 2,HPIQ.SEQ2014,2016Q4,expq2,1.4,Non-alcoholic beverages,Soft drinks,subgroup,993,-1.5,-1
Expenditure quintile 3,HPIQ.SEQ3014,2016Q4,expq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,995,-1.4,-0.9
Expenditure quintile 4,HPIQ.SEQ4014,2016Q4,expq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1002,-1.4,-0.9
Expenditure quintile 5 (high),HPIQ.SEQ5014,2016Q4,expq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,997,-1.6,-1
Maori,HPIQ.SMAO014,2016Q4,maori,1.4,Non-alcoholic beverages,Soft drinks,subgroup,998,-1.6,-0.9
Superannuitant,HPIQ.SSUP014,2016Q4,super,1.4,Non-alcoholic beverages,Soft drinks,subgroup,995,-1.6,-0.6
All households,HPIQ.SALL015,2016Q4,allhh,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1048,0.5,2
Beneficiary,HPIQ.SBEN015,2016Q4,benef,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1052,0.5,2.1
Income quintile 1 (low),HPIQ.SIQ1015,2016Q4,disq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1047,0.4,2
Income quintile 2,HPIQ.SIQ2015,2016Q4,disq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1049,0.5,2
Income quintile 3,HPIQ.SIQ3015,2016Q4,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1050,0.5,2
Income quintile 4,HPIQ.SIQ4015,2016Q4,disq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1049,0.5,2
Income quintile 5 (high),HPIQ.SIQ5015,2016Q4,disq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1044,0.3,1.8
Expenditure quintile 1 (low),HPIQ.SEQ1015,2016Q4,expq1,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1047,0.5,2.1
Expenditure quintile 2,HPIQ.SEQ2015,2016Q4,expq2,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1048,0.4,1.9
Expenditure quintile 3,HPIQ.SEQ3015,2016Q4,expq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1049,0.4,2
Expenditure quintile 4,HPIQ.SEQ4015,2016Q4,expq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1049,0.5,2
Expenditure quintile 5 (high),HPIQ.SEQ5015,2016Q4,expq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1045,0.4,1.9
Maori,HPIQ.SMAO015,2016Q4,maori,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1050,0.4,2
Superannuitant,HPIQ.SSUP015,2016Q4,super,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1045,0.4,2.1
All households,HPIQ.SALL02,2016Q4,allhh,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1091,-0.3,3.9
Beneficiary,HPIQ.SBEN02,2016Q4,benef,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1154,-0.2,6.4
Income quintile 1 (low),HPIQ.SIQ102,2016Q4,disq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1116,-0.3,4.9
Income quintile 2,HPIQ.SIQ202,2016Q4,disq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1109,-0.2,4.7
Income quintile 3,HPIQ.SIQ302,2016Q4,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1084,-0.3,3.6
Income quintile 4,HPIQ.SIQ402,2016Q4,disq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1088,-0.2,3.8
Income quintile 5 (high),HPIQ.SIQ502,2016Q4,disq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1060,-0.4,2.5
Expenditure quintile 1 (low),HPIQ.SEQ102,2016Q4,expq1,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1139,-0.1,6
Expenditure quintile 2,HPIQ.SEQ202,2016Q4,expq2,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1109,-0.3,4.6
Expenditure quintile 3,HPIQ.SEQ302,2016Q4,expq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1079,-0.3,3.5
Expenditure quintile 4,HPIQ.SEQ402,2016Q4,expq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1082,-0.3,3.3
Expenditure quintile 5 (high),HPIQ.SEQ502,2016Q4,expq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1053,-0.3,2.5
Maori,HPIQ.SMAO02,2016Q4,maori,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1143,-0.1,5.9
Superannuitant,HPIQ.SSUP02,2016Q4,super,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,1047,-0.3,2.3
All households,HPIQ.SALL021,2016Q4,allhh,2.1,Alcoholic beverages,Alcohol,subgroup,1000,-0.4,0.2
Beneficiary,HPIQ.SBEN021,2016Q4,benef,2.1,Alcoholic beverages,Alcohol,subgroup,1006,-0.5,-0.2
Income quintile 1 (low),HPIQ.SIQ1021,2016Q4,disq1,2.1,Alcoholic beverages,Alcohol,subgroup,998,-0.5,-0.1
Income quintile 2,HPIQ.SIQ2021,2016Q4,disq2,2.1,Alcoholic beverages,Alcohol,subgroup,999,-0.3,0.2
Income quintile 3,HPIQ.SIQ3021,2016Q4,disq3,2.1,Alcoholic beverages,Alcohol,subgroup,994,-0.5,0
Income quintile 4,HPIQ.SIQ4021,2016Q4,disq4,2.1,Alcoholic beverages,Alcohol,subgroup,1000,-0.4,0.2
Income quintile 5 (high),HPIQ.SIQ5021,2016Q4,disq5,2.1,Alcoholic beverages,Alcohol,subgroup,1000,-0.5,0.1
Expenditure quintile 1 (low),HPIQ.SEQ1021,2016Q4,expq1,2.1,Alcoholic beverages,Alcohol,subgroup,998,-0.5,0.1
Expenditure quintile 2,HPIQ.SEQ2021,2016Q4,expq2,2.1,Alcoholic beverages,Alcohol,subgroup,999,-0.6,0
Expenditure quintile 3,HPIQ.SEQ3021,2016Q4,expq3,2.1,Alcoholic beverages,Alcohol,subgroup,1000,-0.4,0.2
Expenditure quintile 4,HPIQ.SEQ4021,2016Q4,expq4,2.1,Alcoholic beverages,Alcohol,subgroup,1003,-0.5,0.2
Expenditure quintile 5 (high),HPIQ.SEQ5021,2016Q4,expq5,2.1,Alcoholic beverages,Alcohol,subgroup,998,-0.4,0.3
Maori,HPIQ.SMAO021,2016Q4,maori,2.1,Alcoholic beverages,Alcohol,subgroup,1010,-0.2,0.3
Superannuitant,HPIQ.SSUP021,2016Q4,super,2.1,Alcoholic beverages,Alcohol,subgroup,992,-0.4,0.1
All households,HPIQ.SALL022,2016Q4,allhh,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1247,0,9.6
Beneficiary,HPIQ.SBEN022,2016Q4,benef,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1242,0,9.8
Income quintile 1 (low),HPIQ.SIQ1022,2016Q4,disq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1244,0,9.7
Income quintile 2,HPIQ.SIQ2022,2016Q4,disq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1245,0.1,9.7
Income quintile 3,HPIQ.SIQ3022,2016Q4,disq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1248,0,9.5
Income quintile 4,HPIQ.SIQ4022,2016Q4,disq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1249,0.1,9.5
Income quintile 5 (high),HPIQ.SIQ5022,2016Q4,disq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1253,0,9.2
Expenditure quintile 1 (low),HPIQ.SEQ1022,2016Q4,expq1,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1244,0,9.7
Expenditure quintile 2,HPIQ.SEQ2022,2016Q4,expq2,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1246,0.1,9.7
Expenditure quintile 3,HPIQ.SEQ3022,2016Q4,expq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1248,0,9.5
Expenditure quintile 4,HPIQ.SEQ4022,2016Q4,expq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1251,0,9.4
Expenditure quintile 5 (high),HPIQ.SEQ5022,2016Q4,expq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1250,0.1,9.6
Maori,HPIQ.SMAO022,2016Q4,maori,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1245,0,9.7
Superannuitant,HPIQ.SSUP022,2016Q4,super,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,1251,0,9.4
All households,HPIQ.SALL03,2016Q4,allhh,3,Clothing and footwear,Clothing and footwear,group,1017,0.9,1.6
Beneficiary,HPIQ.SBEN03,2016Q4,benef,3,Clothing and footwear,Clothing and footwear,group,1016,-0.3,1
Income quintile 1 (low),HPIQ.SIQ103,2016Q4,disq1,3,Clothing and footwear,Clothing and footwear,group,1028,1.6,2.7
Income quintile 2,HPIQ.SIQ203,2016Q4,disq2,3,Clothing and footwear,Clothing and footwear,group,1030,0.9,2.8
Income quintile 3,HPIQ.SIQ303,2016Q4,disq3,3,Clothing and footwear,Clothing and footwear,group,1011,0.8,1.2
Income quintile 4,HPIQ.SIQ403,2016Q4,disq4,3,Clothing and footwear,Clothing and footwear,group,1024,1.2,2.1
Income quintile 5 (high),HPIQ.SIQ503,2016Q4,disq5,3,Clothing and footwear,Clothing and footwear,group,1013,0.9,1.1
Expenditure quintile 1 (low),HPIQ.SEQ103,2016Q4,expq1,3,Clothing and footwear,Clothing and footwear,group,1032,2,3.6
Expenditure quintile 2,HPIQ.SEQ203,2016Q4,expq2,3,Clothing and footwear,Clothing and footwear,group,1022,0.7,1.9
Expenditure quintile 3,HPIQ.SEQ303,2016Q4,expq3,3,Clothing and footwear,Clothing and footwear,group,1019,1.2,2.2
Expenditure quintile 4,HPIQ.SEQ403,2016Q4,expq4,3,Clothing and footwear,Clothing and footwear,group,1016,0.9,1.5
Expenditure quintile 5 (high),HPIQ.SEQ503,2016Q4,expq5,3,Clothing and footwear,Clothing and footwear,group,1018,1.1,1.4
Maori,HPIQ.SMAO03,2016Q4,maori,3,Clothing and footwear,Clothing and footwear,group,1015,0.8,1.6
Superannuitant,HPIQ.SSUP03,2016Q4,super,3,Clothing and footwear,Clothing and footwear,group,1028,1.3,2.9
All households,HPIQ.SALL031,2016Q4,allhh,3.1,Clothing,Clothing,subgroup,1019,0.7,1.4
Beneficiary,HPIQ.SBEN031,2016Q4,benef,3.1,Clothing,Clothing,subgroup,1017,-0.5,1
Income quintile 1 (low),HPIQ.SIQ1031,2016Q4,disq1,3.1,Clothing,Clothing,subgroup,1027,1.5,2.4
Income quintile 2,HPIQ.SIQ2031,2016Q4,disq2,3.1,Clothing,Clothing,subgroup,1032,0.7,2.7
Income quintile 3,HPIQ.SIQ3031,2016Q4,disq3,3.1,Clothing,Clothing,subgroup,1013,0.4,1.1
Income quintile 4,HPIQ.SIQ4031,2016Q4,disq4,3.1,Clothing,Clothing,subgroup,1027,0.9,1.9
Income quintile 5 (high),HPIQ.SIQ5031,2016Q4,disq5,3.1,Clothing,Clothing,subgroup,1017,0.9,1
Expenditure quintile 1 (low),HPIQ.SEQ1031,2016Q4,expq1,3.1,Clothing,Clothing,subgroup,1039,2.2,4.3
Expenditure quintile 2,HPIQ.SEQ2031,2016Q4,expq2,3.1,Clothing,Clothing,subgroup,1025,0.4,2
Expenditure quintile 3,HPIQ.SEQ3031,2016Q4,expq3,3.1,Clothing,Clothing,subgroup,1021,1,2.1
Expenditure quintile 4,HPIQ.SEQ4031,2016Q4,expq4,3.1,Clothing,Clothing,subgroup,1015,0.4,1
Expenditure quintile 5 (high),HPIQ.SEQ5031,2016Q4,expq5,3.1,Clothing,Clothing,subgroup,1021,1,1.2
Maori,HPIQ.SMAO031,2016Q4,maori,3.1,Clothing,Clothing,subgroup,1017,0.3,1.3
Superannuitant,HPIQ.SSUP031,2016Q4,super,3.1,Clothing,Clothing,subgroup,1033,1.2,3.2
All households,HPIQ.SALL032,2016Q4,allhh,3.2,Footwear,Footwear,subgroup,1009,2.2,2.4
Beneficiary,HPIQ.SBEN032,2016Q4,benef,3.2,Footwear,Footwear,subgroup,1002,1.4,0.9
Income quintile 1 (low),HPIQ.SIQ1032,2016Q4,disq1,3.2,Footwear,Footwear,subgroup,1031,1.8,3.7
Income quintile 2,HPIQ.SIQ2032,2016Q4,disq2,3.2,Footwear,Footwear,subgroup,1012,1.8,2.8
Income quintile 3,HPIQ.SIQ3032,2016Q4,disq3,3.2,Footwear,Footwear,subgroup,1002,2.2,1.5
